ALink,SName,SLink,Lyric,language,Artist,Genres,Songs,Popularity,Link,release_date,rank,peak_rank,weeks_on_board
/cinderella/,Don't Know What You Got (Till It's Gone),/cinderella/dont-know-what-you-got-till-its-gone.html,"I can't tell ya baby what went wrong
I can't make you feel what you felt
So long ago, I'll let it show
I can't give you back what's been hurt
Heartaches come and go and all that's
left are the words I can't let go
If we take some time to think it over baby
Take some time let me know
If you really wanna go

Don't know what you got till it's gone
Don't know what it is I did so wrong
Now I know what I got
It's just this song
And it ain't easy to get back
Takes so long

I can't feel the things that cause you pain
I can't clear my heart of your love
It falls like rain, ain't the same
I hear you calling far away
Tearing through my soul I just can't
Take another day, Who's to blame
If we take some time to think it over baby
Take some time let me know
If you really wanna go

Don't know what you got till it's gone
Don't know what it is I did so wrong
Now I know what I got
It's just this song
And it ain't easy to get back
Takes so long

Do you wanna see me beggin' baby
Can't you give me just one more day
Can't you see my heart's been draggin' lately
I've been lookin' for the words to say

Don't know what you got till it's gone
Don't know what it is I did so wrong
Now I know what I got
It's just this song
And it ain't easy to get back
Takes so long",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1989-01-07,57.0,12.0,19.0
/cinderella/,Gypsy Road,/cinderella/gypsy-road.html,"I used to be now I'm not what you see, Lord I try
And now it seems all those dreams have come true, but they're passing me by
Some fast talkin' mama for a dollar put a smile on my face
I'm drivin' all night
I end up in the same old place

My gypsy road can't take me home
I drive all night just to see the light
My gypsy road can't take me home
I keep on pushin' cause it feels alright

And who's to care if I grow my hair to the sky
I'll take a wish and a prayer cross my fingers cause I always get by
Some fast talkin' jerk for a dollar wiped the smile off my face
I'm drivin' all night
Just to keep the rat in the race

My gypsy road can't take me home
I drive all night just to see the light
My gypsy road can't take me home
I keep on pushin' cause it feels alright

Sometimes I feel so old
Got my lights burnin' bright
But I'm lookin' pretty sold
Sometimes I feel so cold
So cold
Let's go

Got to get on home
My gypsy road can't take me home
My gypsy road can't take me home, t-t-take me

My gypsy road can't take me home
I drive all night just to see the light
My gypsy road can't take me home
I keep on pushin' cause it feels alright

My gypsy road can't take me home
I drive all night just to see the light
My gypsy road can't take me home
I keep on p-p-pushin'
My gypsy road
My gypsy road
My gypsy road
My gypsy road
My gypsy road
",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1989-09-09,64.0,51.0,6.0
/cinderella/,Heartbreak Station,/cinderella/heartbreak-station.html,"Waiting at the station
Tears filling up my eyes
Sometimes the pain you hide
Burns like a fire inside
Look out my window
Sometimes it's hard to see
The things you want in life
Come and go so easily

She took the last train out of my heart ooo, ooo
She took the last train
And now I think I'll make a brand new start
She took the last train out of my heart

Watching the days go by
Thinking 'bout the plans we made
The days turn into years
Funny how they fade away
Sometimes I think of those days
Sometimes I just hide away
Waiting on that 9:20 train
Waiting on a memory

She took the last train out of my heart ooo, ooo
She took the last train
And now I think I'll make a brand new start
She took the last train out of my heart

My lady's on the fly and she's never coming back
My love is like a steam train rolling down the tracks yea, yea

She took the last train out of my heart ooo, ooo
She took the last train
And now I think I'll make a brand new start
She took the last train out of my heart

She took the last train ooo, out of my heart
She took the last train
And now I think I'll make a new start
Last train out of my heart
",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1991-05-25,97.0,44.0,11.0
/cinderella/,Shelter Me,/cinderella/shelter-me.html,"Everybody needs a little place they can hide
Somewhere to call their own
Don't let nobody inside
Every now and then we all need to let go
For some it's the doctor
For me it's rock and roll
For some it's a bottle
For some it's a pill
Some people wave the bible, cause it's giving them a thrill
Others point their finger if they don't like what they see
If you live in a glass house, don't be throwing rocks at me

We all need a little shelter
Just a little helper to get us by
We all need a little shelter
Just a little helper ooo, and it'll be alright

Check out Mr. Politician in his suit and tie
But when the doors are closed there ain't nothin' he won't try
Meanwhile Mr. Medicine's treating his best friend's wife
Tipper led the war against the record industry
She said she saw the devil on her MTV
To look into the cabinet, it takes more than a key
Just like Jimmy's skeletons and his ministry

We all need a little shelter
Just a little helper to get us by
We all need a little shelter
Just a little helper ooo, and it'll be alright
Hit it now

For some it's the needle
For some it's the kill
Some people wave the bible, cause it's giving them a thrill
You can spend your money before you get your pay
With a toss of the dice, you can piss it all away

We all need a little shelter
Just a little helper to get us by
We all need a little shelter
Just a little helper ooo, and it'll be alright

Alright
We all need
A little shelter
We all need
A little shelter
Just a little helper
Oh Lord, it's gonna be alright
Come on now
Come on now and shelter me now
Just a little helper
Shelter, shelter, shelter, shelter, shelter, shelter, shelter, shelter
We all need
We need a little shelter
Just a little helper ooo, and it'll be alright
",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1991-02-09,43.0,36.0,10.0
/cinderella/,Somebody Save Me,/cinderella/somebody-save-me.html,"When I was a young boy
They said you're only gettin' older
But how was I to know then
That they'd be cryin' on my shoulder
Put your money in a big house
Get yourself a pretty wife
She'll collect your life insurance
When she connects you with a knife

Somebody get the doctor
I'm feelin' pretty poor
Somebody get the stretcher
Before I hit the floor

Somebody save me
I lost my job, they kicked me out of my tree
Somebody save me
Save me

Everybody's got opinions
But nobody's got the answers
And that shit you ate for breakfast
Well it'll only give you cancer
We're runnin' in a circle
Runnin' to the morning light
And if ya ain't quite workable
It's been one hell of a night

Somebody get the doctor
I think I'm gonna crash
Never paid the bill
Because I ain't got the cash

Somebody save me
I lost my job, they kicked me out of my tree
Somebody save me
Save me
Look out

Save me
I lost my job, they kicked me out of my tree
Somebody save me, oh
Save me

Somebody save me
I'm goin' down for the last time, look out
Save me
Sa-a-a-a-a-a-ave me
Save me",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1987-05-30,71.0,66.0,6.0
/cinderella/,The Last Mile,/cinderella/the-last-mile.html,"Me and Billy boy and old lady jane
We hitched a ride, took a fast movin' train
Got to the top with our heads spinnin' round
You never know just what you got until you're comin' back
Down on the farmland Mississippi shade
The folks down there they told me take it day by day

And walk the last mile
Before I sleep
It'll be a while
Before I get my peace
With the same style
I walked for years
On the last mile
I can rest my fears

I got a long way to go before I reach the light of day
Monkies on my back I gotta find a better way
Same old story never get just what you want
The more you got the more you want
Sometimes you do and then you don't
I guess I've always been a travelin' man
Cause when I'm movin' I can make a stand

And walk the last mile
Before I sleep
It'll be a while
Before I get my peace
With the same style
I walked for years
On the last mile
I can rest my fears

Don't know where I'm going
But I know where I've been
Look around me everybody's trying to win

I guess I've always been a travelin' man
Cause when I'm movin' I can make a stand yea yea

And walk the last mile
Before I sleep
It'll be a while
Before I get my peace
With the same style
I walked for years
On the last mile
I can rest my fears

The last mile
Before I sleep
It'll be a while
Before I get my peace
With the same style
I walked for years
On the last mile
I can rest my fears

The last mile
Before I sleep
It'll be a while
Before I get my peace
With the same style
I walked for years
On the last mile
I can rest my fears
",en,Cinderella,Hard Rock,54.0,0.0,/cinderella/,1989-03-18,68.0,36.0,9.0
/boston/,A Man I'll Never Be,/boston/a-man-ill-never-be.html,"If I said what's on my mind
You'd turn and walk away
Disappearing way back in your dreams
It's so hard to be unkind
So easy just to say
That everything is just the way it seems

You look up at me
And somewhere in your mind you see
A man I'll never be

If only I could find a way
I'd feel like I'm the man you believe I am
And it gets harder every day for me
To hide behind this dream you see
A man I'll never be

I can't get any stronger
I can't climb any higher
You'll never know just how hard I've tried
Cry a little longer
And hold a little tighter
Emotions can't be satisfied

You look up at me
And somewhere in your mind you see
A man I'll never be

If only I could find a way
I'd feel like I'm the man you believe I am
And it gets harder every day for me
To hide behind this dream you see
A man I'll never be",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1979-01-27,52.0,31.0,11.0
/boston/,Amanda,/boston/amanda.html,"Babe, tomorrow's so far away
There's somethin' I just have to say
I don't think I could hide
What I'm feelin' inside
Another day
Knowin' I love you

And I -- I'm getting' too close again
I don't wanna see it end
If I tell you tonight
Will you turn out the light
And walk away
Knowin' I love you?

I'm gonna take you by surprise
And make you realize
Amanda I'm gonna tell you right away
I can't wait another day
Amanda I'm gonna say it like a man
And make you understand, Amanda
I love you

And, I feel like today's the day
I'm lookin' for the words to say
Do you wanna be free
Are you ready for me
To feel this way?
I don't wanna lose ya

So it may be too soon I know
The feelin' takes so long to grow
If I tell you today
Will you turn me away
And let me go?
I don't wanna lose you

I'm gonna take you by surprise
And make you realize
Amanda I'm gonna tell you right away
I can't wait another day
Amanda I'm gonna say it like a man
And make you understand, Amanda
I love you

You and I -- I know that we can't wait
And I swear -- I swear it's not a lie girl
Tomorrow may be too late
You -- you and I girl
we can share a life together
It's now or never And tomorrow may be too late

And, feelin' the way I do
I don't wanna wait my whole life through
To say I'm in love with you",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1987-01-17,77.0,1.0,17.0
/boston/,Don't Look Back,/boston/dont-look-back.html,"Don't look back
A new day is breakin'
It's been too long since I felt this way
I don't mind where I get taken
The road is callin'
Today is the day

I can see
It took so long to realize
I'm much too strong
Not to compromise
Now I see what I am is holding me down
I'll turn it around

I finally see the dawn arrivin'
I see beyond the road I'm drivin'
Far away and left behind

It's a new horizon and I'm awakin' now
Oh I see myself in a brand new way
The sun is shinin'
the clouds are breakin'
'Cause I can't lose now, there's no game to play

I can tell
There's no more time left to criticize
I've seen what I could not recognize
Everything in my life was leading me on
but I can be strong

I finally see the dawn arrivin'
I see beyond the road I'm drivin'
Far away and left behind",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1978-11-11,95.0,4.0,13.0
/boston/,Feelin' Satisfied,/boston/feelin-satisfied.html,"Well come on
All you people
The time has come to get together
You gotta have a little rock 'n' roll music
To get you through the stormy weather
And do whatever you feel
when you let go
Nothin's gonna help you more than rock 'n' roll

So come on, put you hands together
You know it's now or never
Take a chance on rock 'n' roll

Ooo are you feelin' satisfied
Come on let us give your mind a ride
Ooo are you ready tonight
Come on let us give your mind a ride
You can do what you like
Come on let us give your mind a ride

Oh that funky feelin'
Is what you need to get you through
You oughta know
I'll tell you somethin'
Don't let your troubles get to you
'Cause win or lose it's alright
Well take control
And nothin's gonna help you more than rock 'n' roll

So come on
Put you hands together
You know it's now or never
Take a chance on rock 'n' roll

Ooo are you feelin' satisfied
Come on let us give your mind a ride
Ooo are you ready tonight
Come on let us give your mind a ride
You can do what you like
Come on let us give your mind a ride",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1979-04-28,46.0,46.0,6.0
/boston/,I Need Your Love,/boston/i-need-your-love.html,"


How much there was to lose
I spelled it out, I led you to the water
But you're too blind to choose
I gave it everything and more to make it
I've waited for so long
I saw the chance to run and had to take it
But something's missing and I know it's wrong

I need your love
I want you every way
And I need your love
Can't help this feeling coming back everyday

I've passed the point of no return
And all the tears have dried
Don't want to stop and watch the bridges burn
'Cause I keep wishing I was on your side

I need your love
I want you every way
And I need your love
Can't help this feeling

I need your love
I want you every way
I need your love
Can't help this feeling coming back everyday


(Scholz-Sampson)

Shortcut to Boston Lyrics
Boston - A Man I'll Never Be Lyrics
Boston - A New World Lyrics
Boston - Amanda Lyrics
Boston - Can'tcha Say (You Believe in Me) Lyrics
Boston - Cool the Engines Lyrics
Boston - Corporate America Lyrics
Boston - Cryin' Lyrics
Boston - Crystal Love (Bonus Track - England) Lyrics
Boston - Didn't Mean To Fall In Love Lyrics
Boston - Don't Be Afraid Lyrics
Boston - Don't Look Back Lyrics
Boston - Feelin' Satisfied Lyrics
Boston - Foreplay/Long Time Lyrics
Boston - Get Organ-ized Lyrics
Boston - Higher Power Lyrics
Boston - Hitch a Ride Lyrics
Boston - Hollyann Lyrics
Boston - I Had A Good Time Lyrics
Boston - I Need Your Love Lyrics
Boston - I Think I Like It Lyrics
Boston - It's Easy Lyrics
Boston - Let Me Take You Home Tonight Lyrics
Boston - Livin' for You Lyrics
Boston - Magdalene Lyrics
Boston - More Than a Feeling Lyrics
Boston - My Destination Lyrics
Boston - Party Lyrics
Boston - Peace of Mind Lyrics
Boston - Rock and Roll Band Lyrics
Boston - Smokin' Lyrics
Boston - Someone Lyrics
Boston - Something About You Lyrics
Boston - Staring Out Your Window Lyrics
Boston - Still in Love Lyrics
Boston - Surrender to Me Lyrics
Boston - The Journey Lyrics
Boston - The Launch Lyrics
Boston - To Be a Man Lyrics
Boston - Turn It Off Lyrics
Boston - Used to Bad News Lyrics
Boston - Walk On Lyrics
Boston - Walk On (some more) Lyrics
Boston - Walkin' at Night Lyrics
Boston - We're Ready Lyrics
Boston - We Can Make It Lyrics
Boston - What's Your Name Lyrics
Boston - With You Lyrics
Boston - You Gave Up On Love Lyrics
Full Boston Lyrics...


",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1994-07-09,51.0,51.0,5.0
/boston/,Long Time,/boston/long-time.html,"It's been such a long time,
I think I should be going,
And time doesn't wait for me,
It keeps on rolling.
Sail on,
On a distant highway.
I've got to keep on chasing a dream.
I've gotta be on my way;
Wish there was something I could say.

Chorus :-
Well, I'm taking my time,
I'm just moving on.
You'll forget about me after I've been gone,
And I take what I find,
I don't want no more,
It's just outside of your front door.
Yeah, yeah, yeah, yeah.
It's been such a long time.
It's been such a long time.

Well [Woo?] I get so lonely
When I am without you,
But in my mind, deep in my mind,
I can't forget about you.
Good times
And faces that remind me;
I'm trying to forget your name
And leave it all behind me.
You're coming back to find me.

Chorus

[Guitar Solo]

It's been such a long time,
I think I should be going,
And time doesn't wait for me,
It keeps on rolling.
There's a long road
I've gotta stay in time with.
I've got to keep on chasing that dream,
Though I may never find it,
I'm always just behind it.

Chorus

Well, I'm taking my time,
I'm just moving on.
[Repeat and fade]",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1977-03-12,22.0,22.0,7.0
/boston/,More Than A Feeling,/boston/more-than-a-feeling.html,"I looked out this morning and the sun was gone
Turned on some music to start my day
I lost myself in a familiar song
I closed my eyes and I slipped away

It's more than a feeling, (more than a feeling)
when I hear that old song they used to play
(more than a feeling)
I begin dreaming (more than a feeling)
'till I see Marianne walk away
I see my Marianne walkin' away

So many people have come and gone
Their faces fade as the years go by
Yet I still recall as I wander on
as clear as the sun in the summer sky

It's more than a feeling, (more than a feeling)
when I hear that old song they used to play
(more than a feeling)
I begin dreaming (more than a feeling)
'till I see Marianne walk away
I see my Marianne walkin' away

When I'm tired and thinking cold
I hide in my music, forget the day
and dream of a girl I used to know
I closed my eyes and she slipped away
She slipped away.

It's more than a feeling, (more than a feeling)
when I hear that old song they used to play
(more than a feeling)
I begin dreaming (more than a feeling)
'till I see Marianne walk away...",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1976-12-25,5.0,5.0,15.0
/boston/,We're Ready,/boston/were-ready.html,"


Come what may
We're ready! C'mon
We can find a way


We're ready now
Catchin' a wave to ride on
Steady now
headin' where we decide on
And I know that there's something that's just out of sight
And I feel like we're trying to do something right
Come on make it if we hold on tight
Hold on tight
We're Ready! C'mon We're ready
We're ready

We're ready, 1...2...3...4...

We can find a way. We're ready now, oooh we're ready now.

We're ready now.

(Scholz)

Shortcut to Boston Lyrics
Boston - A Man I'll Never Be Lyrics
Boston - A New World Lyrics
Boston - Amanda Lyrics
Boston - Can'tcha Say (You Believe in Me) Lyrics
Boston - Cool the Engines Lyrics
Boston - Corporate America Lyrics
Boston - Cryin' Lyrics
Boston - Crystal Love (Bonus Track - England) Lyrics
Boston - Didn't Mean To Fall In Love Lyrics
Boston - Don't Be Afraid Lyrics
Boston - Don't Look Back Lyrics
Boston - Feelin' Satisfied Lyrics
Boston - Foreplay/Long Time Lyrics
Boston - Get Organ-ized Lyrics
Boston - Higher Power Lyrics
Boston - Hitch a Ride Lyrics
Boston - Hollyann Lyrics
Boston - I Had A Good Time Lyrics
Boston - I Need Your Love Lyrics
Boston - I Think I Like It Lyrics
Boston - It's Easy Lyrics
Boston - Let Me Take You Home Tonight Lyrics
Boston - Livin' for You Lyrics
Boston - Magdalene Lyrics
Boston - More Than a Feeling Lyrics
Boston - My Destination Lyrics
Boston - Party Lyrics
Boston - Peace of Mind Lyrics
Boston - Rock and Roll Band Lyrics
Boston - Smokin' Lyrics
Boston - Someone Lyrics
Boston - Something About You Lyrics
Boston - Staring Out Your Window Lyrics
Boston - Still in Love Lyrics
Boston - Surrender to Me Lyrics
Boston - The Journey Lyrics
Boston - The Launch Lyrics
Boston - To Be a Man Lyrics
Boston - Turn It Off Lyrics
Boston - Used to Bad News Lyrics
Boston - Walk On Lyrics
Boston - Walk On (some more) Lyrics
Boston - Walkin' at Night Lyrics
Boston - We're Ready Lyrics
Boston - We Can Make It Lyrics
Boston - What's Your Name Lyrics
Boston - With You Lyrics
Boston - You Gave Up On Love Lyrics
Full Boston Lyrics...


",en,Boston,Hard Rock; Rock; Clássico,54.0,1.0,/boston/,1987-02-14,9.0,9.0,11.0
/tesla/,Little Suzi,/tesla/little-suzi.html,"Little Suzi's on the up, looking for a get-away
Ruby tries to bring her down, she's looking for another way
Little Suzi's on the up, heading for the spotlights
Ruby finally gets up, lookin' for some quiet night

And the music makes her feel so hot
And she'll smile for the camera with all she's got
Don't bring her down, she's a lot like you
She'll be richer by far if her dreams come true

Little Suzi's on the up

Little Suzi's on the up, now suddenly it's not a game
Rubys got to give up cause Suzi's plainly set on pain
Little Suzi's on the up, cost in cost, your point is made
Rubys gonna hang around to make sure Suzi's okay

And the music makes her feel so hot
And she'll smile for the camera with all she's got
Don't bring her down, she's a lot like you
She'll be richer by far if her dreams come true

Don't bring her down, she's a lot like you
She'll be richer by far if her dreams come true

Little Suzi's on the up",en,Tesla,Hard Rock,113.0,2.3,/tesla/,1987-05-23,91.0,91.0,2.0
/tesla/,Love Song,/tesla/love-song.html,"So you think that it's over,
Say your love has fin'lly reached the end.
Any time you call, night or day,
I'll be right there for you if you need a friend.

It's gonna take a little time.
Time is sure to mend your broken heart.
Don't you even worry, pretty darlin'.
I know you'll find love again. Yeah.

Chorus:
Love is all around you.
Love is knockin' outside the door.
Waitin' for you is this love made just for two
Keep an open heart and you'll find love again, I know.

Love is all around you.
Love is knockin' outside the door.
Waitin' for you is this love made just for two
Keep an open heart and you'll find love again, I know.

Chorus / Outro:
Love will find a way.
Darlin', love is gonna find a way,
Find its way back to you.
Love will find a way.
So look around, open your eyes.
Love is gonna find a way.
Love is gonna, love is gonna find a way.
Love will find a way.
Love's gonna find a way back to you, yeah,
I know. I know. I know.
",en,Tesla,Hard Rock,113.0,2.3,/tesla/,1990-02-10,27.0,10.0,20.0
/tesla/,Signs,/tesla/signs.html,"And the sign says ""long hair freaky people need not apply""
So I put my hair under my hat and I went in to ask him why
He said you look like a fine outstanding young man I think you'll do
So I took off my hat I said ""Imagine that Huh Me working for you""

Signs Signs
Everywhere there's signs
Blocking up the scenery
Breaking up my mind
Do this, don't do that
Can't you read the sign

And the sign says ""Anybody caught trespassing will be shot on sight""
So I jumped the fence and I yelled at the house, Hey! What gives you the right
To put up a fence And keep me out Or to keep Mother Nature in
If God was here He'd tell it to your face Man You're some kind of sinner

Signs Signs
Everywhere there's signs
Blocking up the scenery
Breaking up my mind
Do this, don't do that
Can't you read the sign

Oh Say now mister Can't you read
You got to have a shirt and tie to get a seat
You can't watch No You can't eat You ain't supposed to be here

And the sign says ""You got to have a membership card to get inside"" Huh

And the sign says ""Everybody welcome Come in Kneel down and pray""
But then they passed around a plate at the end of it all
And I didn't have a penny to pay
So I got me a pen and paper And I made up my own little sign
I said Thank you Lord for thinking about me I'm alive and doing fine

Signs Signs
Everywhere there's signs
Blocking up the scenery
Breaking up my mind
Do this, don't do that
Can't you read the sign

Signs Signs
Everywhere there's signs
Blocking up the scenery
Breaking up my mind
Do this, don't do that
Can't you read the sign
",en,Tesla,Hard Rock,113.0,2.3,/tesla/,1991-04-06,8.0,8.0,14.0
/tesla/,The Way It Is,/tesla/the-way-it-is.html,"Doesn't matter who gets the best of who
Or who can hurt who the most, no.
It never was meant for it to be that way,
Never should be that way at all.

Chorus:
The way it is, the way that it goes
Happenin' day after day, yeah.
That's the way it is, the way that it goes,
Workin' in the strangest ways.

Even though we could never seem to work things out,
I still love you just the same.
I miss your smile and that sparkle in your eye.
You're so beautiful, never change.

Chorus:
The way it is, the way that it goes
Happenin' day after day, yeah.
That's the way it is, the way that it goes,
Workin' in the strangest ways.

Bridge:
What it is, and what it was,
What shall be shall be, yeah.
Sometimes it happens in the strangest ways,
Sometimes it's hard to believe, yeah. (Do you believe?)
Do you believe, can you believe?

Chorus:
The way it is, the way that it goes,
Workin' in the strangest ways, yeah.

Now it really don't matter who gets the best of who.
It never did and never will.
It was never meant for it to be that way.
Why must it be that way at all?

Chorus:
The way it is, the way that it goes
Happenin' day after day, yeah.
That's the way it is, the way that it goes,
Workin' in the, workin' in the strangest ways.
That's the way it is, that's the way it is,
That's the way it is, that's the way that it goes, yeah.
Yeah. That's the way it is, that's the way that it goes.
That's the way it is, that's the way that it goes.
See it happen day after day, yeah, yeah,
Workin' in the strangest ways.

Can you believe, do you believe?
Can you believe, do you believe?
That's the way it is, that's the way it goes.
Yes it do.
",en,Tesla,Hard Rock,113.0,2.3,/tesla/,1990-04-21,55.0,55.0,7.0
/tesla/,What You Give,/tesla/what-you-give.html,"Who's the one that makes you happy?
Or maybe, who's the one always on your mind?
And who is the reason you're living for?
Who's the reason for your smile?

I feel so lonely and I know I'm not the only one
To ever feel this way
I love you so much that I think I'm going insane
I've gone crazy, Outta my head
I've gone crazy, Outta my head
Can't think about nothin' but your good, good love
And what you give

Everyone needs somebody
And you know
Everybody needs someone
Well then I guess it's true
Everybody needs a special kind of love
And you're the only one I'm thinking of
You mean the world to me
You are my only

I feel so lonely and I know I'm not the only one
To carry on this way
I love you so much I lose track of time
Lose track of the days
I'm goin' outta my head
Goin' crazy, Outta my head
Can't think about nothin' but your good, good love
And what you give

It's not what you got, It's what you give
It ain't the life you choose, it's the life you live
It's only what you give
It's not what you got
But the life you live
It's the life you live

And you're the one that makes me happy
Oh yeah baby
And you're the one always on my mind
Well then I guess it's true
You are my reason
My one and only
That I've been living for
Why can't forever be
Forever and nothing more?

I feel so lonely and I know I'm not the only one
To ever feel this way
I love you so much I lose track of time
Lose track of the days
I'm goin' outta my head
Goin' crazy, Outta my head
Can't think about nothin' but your good, sweet love
And what you give

It's not what you got, It's what you give
It ain't the life you choose, It's the life you live
It's not what you got, It's what you give
And it ain't what it's not, But what it is
Only what you give

It's not what you got, But what you give
Only what you give
It's only what you give, yeah
Can't get enough girl, of that sweet lovin' baby
What you give
",en,Tesla,Hard Rock,113.0,2.3,/tesla/,1992-05-09,91.0,86.0,4.0
/velvet-revolver/,Fall To Pieces,/velvet-revolver/fall-to-pieces.html,"It's been a long year
Since you've been gone
I've been alone here
I've grown old
I fall to pieces, I'm falling
Fell to pieces and I'm still falling

Every time I'm falling down
All alone I fall to pieces

I keep a journal of memories
I'm feeling lonely, I can't breathe
I fall to pieces, I'm falling
Fell to pieces and I'm still falling

Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces

All the years I've tried
With more to go
Will the memories die
I'm waiting
Will I find you
Can I find you
We're falling down
I'm falling

Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces
Every time I'm falling down
All alone I fall to pieces",en,Velvet Revolver,Hard Rock; Rock; Heavy Metal,36.0,0.0,/velvet-revolver/,2004-12-25,77.0,67.0,14.0
/velvet-revolver/,Slither,/velvet-revolver/slither.html,"Hey, Hey, Hey.

When you look you see right through me
Cut the rope fell to my knees
born and broken every single time

Always keep me under finger
That's the spot where you would (sue) me
might see some type of pleasure in my mind

Yeah, here comes the water
It comes to wash away the sins of you and I
This time you'll see

Hey, hey, hey.

When you seek me you destroy me
Rape my mind and smell the poppies
born and bloodied in every single time

Always keep me under finger
That's the spot where you might linger
might see some type of pleasure in my mind

Yeah, here comes the water
It comes to wash away the sins of you and I
This time you see
Like holy water
It only burns you faster than you'll ever dry
This time with me

(guitar solo)

When you look you see right through me
Cut the rope, fell to my knees
born and broken
Every single time

Yeah, here comes the water
It comes to wash away the sins of you and I
This time you see
Like holy water
It only burns you faster than you'll ever dry
This time with me

Hey, hey, hey.",en,Velvet Revolver,Hard Rock; Rock; Heavy Metal,36.0,0.0,/velvet-revolver/,2004-09-04,79.0,56.0,17.0
/living-colour/,Glamour Boys,/living-colour/glamour-boys.html,"(V. Reid) - Bass arrangement by M. Skillings

The glamour boys swear they are a diva
The glamour boys have it all under control
Always dancing and always laughing
The glamour boys are playing the role

The glamour boys never have no money
The glamour boys wear the most expensive clothes
The glamour boys are always at the party
Where the money comes from heaven only knows

I ain't no glamour boy - I'M FIERCE
I ain't no glamour boy - (snap)
I ain't no glamour boy - I'M FIERCE
I ain't no glamour boy

The glamour boys live off their ambition
The glamour boys have it all figured out
A very, very dubious position
When you got no clout

The glamour boys whole life is a gamble
They might get over or fall flat on their face
But if one does, there's no need to worry
Another G-Boy will take this place

I ain't no glamour boy - I'M FIERCE

The glamour boys don't think about tomorrow
The glamour boys just need tonight to play
But just like things you can't afford on credit
Time catches up and you have to pay

The glamour boys are always on the guest list
You'll always find them in the hottest spots in town
They'll be your friend if you have fame or fortune
If you don't they won't be hanging 'round

I ain't no glamour boy - I'm FIERCE",en,Living Colour,Hard Rock,53.0,0.0,/living-colour/,1989-10-21,31.0,31.0,9.0
/saliva/,Always,/saliva/always.html,"I hear, a voice say: ""Don't be so blind""
It's telling me all these things
That you would probably hide
Am I your one and only desire?
Am I the reason you breathe?
Or am I the reason you cry?

Always, always, always, always, always, always, always...
I just can't live without you

I love you
I hate you
I can't get around you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

I feel like you don't want me around
I guess I'll pack all my things
I guess I'll see you around
Its all been bottled up until now
As I walk out your door
All I hear is the sound

Always, always, always, always, always, always, always...
I just can't live without you

I love you
I hate you
I can't get around you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

I love you
I hate you
I can't live without you

I left my head around your heart
Why would you tear my world apart?

Always, always, always, always...

I see the blood all over your hands
Does it make you feel more like a man?
Was it all just a part of your plan?
The pistol's shakin' in my hands
And all I hear is the sound

I love you
I hate you
I can't live without you
I breathe you
I taste you
I can't live without you
I just can't take any more
This life of solitude
I guess that I'm out the door
And now I'm done with you

I love you
I hate you
I can't live without you

I love you
I hate you
I can't live without you
I just can't take any more
This life of solitude
I pick myself off the floor
And now I'm done with you
Always, always, always...",en,Saliva,Heavy Metal; Hard Rock; Rock,90.0,0.0,/saliva/,2003-03-01,55.0,51.0,12.0
/saliva/,Rest In Pieces,/saliva/rest-in-pieces.html,"Look at me, my depth perception must be off again
Cause this hurts deeper than I thought it did
It has not healed with time
It just shot down my spine
You look so beautiful tonight
Remind me how you laid us down
And gently smiled before you destroyed my life

Would you find it in your heart
To make this go away
And let me rest in pieces
(let me rest in pieces)
Would you find it in your heart
To make this go away
And let me rest in pieces
(let me rest in pieces)

Look at me, my depth perception must be off again
You got much closer than I thought you did
I'm in your reach
You held me in your hands

Would you find it in your heart
To make this go away
And let me rest in pieces
(let me rest in pieces)
Would you find it in your heart
To make it go away
And let me rest in pieces
",en,Saliva,Heavy Metal; Hard Rock; Rock,90.0,0.0,/saliva/,2003-09-27,93.0,93.0,1.0
